length_km,classical_power_dBm,p_z_base,p_x_base,p_z_eff,p_x_eff,p_eff,P_L,F_e,runtime_sec
100.0,10.0,0.009067610793466185,0.0027202832380398556,0.013601416190199278,0.004080424857059783,0.01768184104725906,0.00104,0.99896,6.504381895065308
